NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF BEHAVIOR%GOBP%GO:0050795	REGULATION OF BEHAVIOR%GOBP%GO:0050795		17	0.66584927	1.7291024	0.004282655	0.15213487	1.0	556	tags=18%, list=4%, signal=18%	
NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20210210%WP4336%HOMO SAPIENS	NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20210210%WP4336%HOMO SAPIENS		38	0.5450171	1.7225263	0.0021505377	0.15996493	1.0	2099	tags=29%, list=15%, signal=34%	
HIV ELONGATION ARREST AND RECOVERY%REACTOME DATABASE ID RELEASE 75%167287	HIV ELONGATION ARREST AND RECOVERY%REACTOME DATABASE ID RELEASE 75%167287		32	0.571894	1.7178488	0.006342495	0.164715	1.0	1384	tags=38%, list=10%, signal=42%	
GLYCOSPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006687	GLYCOSPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006687		42	0.5279286	1.7029849	0.004219409	0.18814862	1.0	3009	tags=48%, list=22%, signal=61%	
ALZHEIMER DISEASE-AMYLOID SECRETASE PATHWAY%PANTHER PATHWAY%P00003	ALZHEIMER DISEASE-AMYLOID SECRETASE PATHWAY%PANTHER PATHWAY%P00003		45	0.51365465	1.6931726	0.0023255814	0.20425466	1.0	3532	tags=44%, list=26%, signal=60%	
ONE CARBON METABOLISM AND RELATED PATHWAYS%WIKIPATHWAYS_20210210%WP3940%HOMO SAPIENS	ONE CARBON METABOLISM AND RELATED PATHWAYS%WIKIPATHWAYS_20210210%WP3940%HOMO SAPIENS		21	0.60931027	1.6919836	0.010615711	0.2020324	1.0	710	tags=19%, list=5%, signal=20%	
NOTCH SIGNALING%WIKIPATHWAYS_20210210%WP268%HOMO SAPIENS	NOTCH SIGNALING%WIKIPATHWAYS_20210210%WP268%HOMO SAPIENS		26	0.5949668	1.6885387	0.0021276595	0.20456329	1.0	527	tags=23%, list=4%, signal=24%	
POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GOBP%GO:0050434	POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GOBP%GO:0050434		38	0.5417521	1.6766227	0.0045045046	0.22622062	1.0	1384	tags=34%, list=10%, signal=38%	
GLYCOSPHINGOLIPID METABOLISM%REACTOME%R-HSA-1660662.5	GLYCOSPHINGOLIPID METABOLISM%REACTOME%R-HSA-1660662.5		32	0.5522277	1.6748725	0.006369427	0.2257492	1.0	2978	tags=53%, list=22%, signal=68%	
NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20210210%WP2064%HOMO SAPIENS	NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20210210%WP2064%HOMO SAPIENS		32	0.55355716	1.6738734	0.004415011	0.22323872	1.0	2730	tags=38%, list=20%, signal=47%	
PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY	PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY		17	0.63398117	1.6677988	0.014319809	0.23234254	1.0	232	tags=18%, list=2%, signal=18%	
DISEASES OF GLYCOSYLATION%REACTOME%R-HSA-3781865.1	DISEASES OF GLYCOSYLATION%REACTOME%R-HSA-3781865.1		86	0.45301762	1.6584923	0.0	0.25068092	1.0	2730	tags=35%, list=20%, signal=43%	
CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060070	CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060070		37	0.5185069	1.6564966	0.0021978023	0.25064242	1.0	401	tags=14%, list=3%, signal=14%	
DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582	DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582		30	0.5446789	1.6555365	0.0067114094	0.24805284	1.0	2093	tags=30%, list=15%, signal=35%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614		89	0.44858435	1.6523743	0.0023980816	0.25075346	1.0	3338	tags=48%, list=24%, signal=63%	
LNCRNA INVOLVEMENT IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20210210%WP4258%HOMO SAPIENS	LNCRNA INVOLVEMENT IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20210210%WP4258%HOMO SAPIENS		42	0.51921237	1.6482512	0.010940919	0.2555683	1.0	1473	tags=26%, list=11%, signal=29%	
MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364	MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364		37	0.52187467	1.6336988	0.0066079297	0.28598946	1.0	4283	tags=54%, list=31%, signal=78%	
DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581	DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581		29	0.54575825	1.6330452	0.015765766	0.28284323	1.0	2093	tags=31%, list=15%, signal=37%	
POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326	POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326		16	0.6472866	1.6293665	0.019313306	0.28697467	1.0	896	tags=25%, list=7%, signal=27%	
GLYCOLIPID METABOLIC PROCESS%GOBP%GO:0006664	GLYCOLIPID METABOLIC PROCESS%GOBP%GO:0006664		77	0.4586937	1.6287032	0.00486618	0.28394786	1.0	3053	tags=40%, list=22%, signal=51%	
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME DATABASE ID RELEASE 75%167242	ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME DATABASE ID RELEASE 75%167242		23	0.582892	1.6249572	0.01091703	0.2891364	1.0	1384	tags=48%, list=10%, signal=53%	
SELENOAMINO ACID METABOLISM%REACTOME DATABASE ID RELEASE 75%2408522	SELENOAMINO ACID METABOLISM%REACTOME DATABASE ID RELEASE 75%2408522		110	0.43202013	1.6238652	0.004878049	0.28738037	1.0	3338	tags=43%, list=24%, signal=56%	
NEURAL TUBE DEVELOPMENT%GOBP%GO:0021915	NEURAL TUBE DEVELOPMENT%GOBP%GO:0021915		35	0.5355573	1.6191132	0.004514673	0.29544917	1.0	352	tags=14%, list=3%, signal=15%	
IL8- AND CXCR1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL8- AND CXCR1-MEDIATED SIGNALING EVENTS	IL8- AND CXCR1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL8- AND CXCR1-MEDIATED SIGNALING EVENTS		23	0.5699463	1.6187216	0.019565217	0.29172552	1.0	3190	tags=39%, list=23%, signal=51%	
ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911	ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911		29	0.54287905	1.6158692	0.008948546	0.29432717	1.0	3086	tags=41%, list=22%, signal=53%	
D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE BIOSYNTHESIS%HUMANCYC%PWY-6351	D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE BIOSYNTHESIS%HUMANCYC%PWY-6351		19	0.5984142	1.6157144	0.014830508	0.29017097	1.0	2161	tags=42%, list=16%, signal=50%	
HEPARAN SULFATE HEPARIN (HS-GAG) METABOLISM%REACTOME%R-HSA-1638091.1	HEPARAN SULFATE HEPARIN (HS-GAG) METABOLISM%REACTOME%R-HSA-1638091.1		36	0.50941527	1.6115407	0.010845987	0.29728293	1.0	2416	tags=31%, list=18%, signal=37%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.2	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.2		98	0.42780927	1.6107157	0.0	0.2952735	1.0	3338	tags=44%, list=24%, signal=58%	
LIPOSACCHARIDE METABOLIC PROCESS%GOBP%GO:1903509	LIPOSACCHARIDE METABOLIC PROCESS%GOBP%GO:1903509		78	0.44556493	1.608922	0.002415459	0.29541406	1.0	3053	tags=40%, list=22%, signal=51%	
CILIUM MOVEMENT%GOBP%GO:0003341	CILIUM MOVEMENT%GOBP%GO:0003341		16	0.62662196	1.6088979	0.01705757	0.29119295	1.0	1714	tags=38%, list=12%, signal=43%	
REGULATION OF POLYSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0032885	REGULATION OF POLYSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0032885		21	0.59603864	1.6046733	0.016632017	0.29898074	1.0	1051	tags=29%, list=8%, signal=31%	
REGULATION OF POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0032881	REGULATION OF POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0032881		24	0.56527746	1.6036454	0.010504202	0.29748538	1.0	1051	tags=25%, list=8%, signal=27%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 75%1799339	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 75%1799339		109	0.41914377	1.6011568	0.0023809525	0.3000564	1.0	3338	tags=43%, list=24%, signal=56%	
PRIMARY ALCOHOL METABOLIC PROCESS%GOBP%GO:0034308	PRIMARY ALCOHOL METABOLIC PROCESS%GOBP%GO:0034308		31	0.5312769	1.5959846	0.004576659	0.30904266	1.0	3443	tags=48%, list=25%, signal=64%	
HEXOSE BIOSYNTHETIC PROCESS%GOBP%GO:0019319	HEXOSE BIOSYNTHETIC PROCESS%GOBP%GO:0019319		34	0.51144487	1.5916502	0.0069124424	0.31651956	1.0	3703	tags=44%, list=27%, signal=60%	
ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165	ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165		64	0.4529813	1.5902698	0.009478673	0.3157785	1.0	2523	tags=33%, list=18%, signal=40%	
PROTEIN TARGETING TO ER%GOBP%GO:0045047	PROTEIN TARGETING TO ER%GOBP%GO:0045047		104	0.42014793	1.5866752	0.0	0.32185328	1.0	3338	tags=43%, list=24%, signal=57%	
NUCLEOTIDE-SUGAR BIOSYNTHETIC PROCESS%GOBP%GO:0009226	NUCLEOTIDE-SUGAR BIOSYNTHETIC PROCESS%GOBP%GO:0009226		21	0.57131714	1.5861785	0.029787235	0.3189069	1.0	1389	tags=29%, list=10%, signal=32%	
REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827	REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827		35	0.5043549	1.5815796	0.013667426	0.32728568	1.0	1051	tags=20%, list=8%, signal=22%	
SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0007224	SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0007224		22	0.5701679	1.5800953	0.028508771	0.32711938	1.0	1945	tags=32%, list=14%, signal=37%	
WNT SIGNALING%WIKIPATHWAYS_20210210%WP428%HOMO SAPIENS	WNT SIGNALING%WIKIPATHWAYS_20210210%WP428%HOMO SAPIENS		55	0.4644931	1.5774579	0.0023148148	0.3301375	1.0	1473	tags=18%, list=11%, signal=20%	
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 75%6794362	PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 75%6794362		41	0.48597133	1.577194	0.0045045046	0.32676068	1.0	2867	tags=29%, list=21%, signal=37%	
CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%191273	CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%191273		22	0.5675111	1.574319	0.025056947	0.33050102	1.0	2796	tags=36%, list=20%, signal=46%	
G BETA:GAMMA SIGNALLING THROUGH PI3KGAMMA%REACTOME%R-HSA-392451.3	G BETA:GAMMA SIGNALLING THROUGH PI3KGAMMA%REACTOME%R-HSA-392451.3		17	0.6052049	1.5686427	0.023655914	0.34331068	1.0	163	tags=24%, list=1%, signal=24%	
TUBE FORMATION%GOBP%GO:0035148	TUBE FORMATION%GOBP%GO:0035148		38	0.5008259	1.5681866	0.006880734	0.34042478	1.0	2439	tags=29%, list=18%, signal=35%	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GOBP%GO:0000184	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GOBP%GO:0000184		112	0.4033333	1.5662702	0.0047393367	0.34149083	1.0	3338	tags=43%, list=24%, signal=56%	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 75%1630316	GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 75%1630316		81	0.4276907	1.562812	0.0074257427	0.34753272	1.0	2488	tags=27%, list=18%, signal=33%	
IGF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IGF1 PATHWAY	IGF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IGF1 PATHWAY		27	0.528339	1.5603882	0.019955654	0.35075358	1.0	1966	tags=33%, list=14%, signal=39%	
METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20210210%WP702%HOMO SAPIENS	METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20210210%WP702%HOMO SAPIENS		46	0.47083494	1.5598077	0.004854369	0.3485604	1.0	2551	tags=28%, list=19%, signal=35%	
GLAND MORPHOGENESIS%GOBP%GO:0022612	GLAND MORPHOGENESIS%GOBP%GO:0022612		15	0.61163765	1.5549253	0.035564855	0.3593353	1.0	2455	tags=47%, list=18%, signal=57%	
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613	COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613		96	0.41779947	1.5519538	0.009638554	0.36420286	1.0	3338	tags=45%, list=24%, signal=59%	
NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 75%383280	NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 75%383280		26	0.53055245	1.5514656	0.029345373	0.36183277	1.0	4453	tags=62%, list=32%, signal=91%	
PRESENILIN ACTION IN NOTCH AND WNT SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	PRESENILIN ACTION IN NOTCH AND WNT SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PRESENILIN ACTION IN NOTCH AND WNT SIGNALING		35	0.5041839	1.5493395	0.01146789	0.3639334	1.0	3532	tags=46%, list=26%, signal=61%	
STEROL METABOLIC PROCESS%GOBP%GO:0016125	STEROL METABOLIC PROCESS%GOBP%GO:0016125		62	0.43559584	1.5424719	0.004705882	0.38063282	1.0	2796	tags=32%, list=20%, signal=40%	
NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051898	NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051898		32	0.5077898	1.5403646	0.015021459	0.38271168	1.0	2335	tags=44%, list=17%, signal=53%	
WNT%NETPATH%WNT	WNT%NETPATH%WNT		61	0.45130232	1.5371901	0.024038462	0.38824245	1.0	2301	tags=28%, list=17%, signal=33%	
WNT%IOB%WNT	WNT%IOB%WNT		60	0.4455035	1.5362288	0.01843318	0.3872566	1.0	2301	tags=27%, list=17%, signal=32%	
AXONEME ASSEMBLY%GOBP%GO:0035082	AXONEME ASSEMBLY%GOBP%GO:0035082		22	0.5621552	1.5338844	0.026785715	0.39056748	1.0	1187	tags=27%, list=9%, signal=30%	
